"","logFC","logCPM","F","PValue","FDR","all_gene_names$gene_name[match(rownames(TT$table), all_gene_names$sheep_ID)]"
"ENSOARG00000006010",6.31956174745593,1.67498496376392,137.226648038793,1.57910336682914e-13,3.62042902425387e-11,NA
"ENSOARG00000011197",1.41371100371552,6.63915033793392,128.358403485789,1.82192194666324e-13,4.14204002899389e-11,"RIPK2"
"ENSOARG00000000175",2.39588156188126,3.46944301553709,127.047880558366,2.10814934711695e-13,4.75099463042132e-11,"SOCS3"
"ENSOARG00000007233",2.17227840752098,9.77562615357094,126.977104273294,2.12489964619273e-13,4.75099463042132e-11,"ISG15"
"ENSOARG00000013412",1.35649604853234,5.22916205973221,126.759751691527,2.17722317098515e-13,4.82808161211741e-11,"DENND6A"
"ENSOARG00000009498",2.2104400197275,6.83213473406261,126.456769740389,2.25244022294094e-13,4.95426973914181e-11,"NFKBIE"
"ENSOARG00000015044",2.08286277642666,3.85677272807759,126.240023001376,2.30792855030032e-13,5.03537895159878e-11,"TLR2"
"ENSOARG00000017581",1.94284543308603,6.76150474293426,125.46294206801,2.51902216394697e-13,5.45197004987371e-11,"KDM6B"
"ENSOARG00000001863",2.41060679300165,3.55230136201897,124.973840573235,2.66225860464079e-13,5.71624954682158e-11,"SEMA6A"
"ENSOARG00000005421",1.72611198996494,8.91621046871482,124.516701614222,2.80391926698655e-13,5.93447783433137e-11,"NDRG1"
"ENSOARG00000001815",1.92525786223055,7.55074327254824,124.50462883066,2.80776655132112e-13,5.93447783433137e-11,"IRF4"
"ENSOARG00000009241",4.55613541273829,3.28449097941651,124.39802163133,2.84198228340984e-13,5.96023168181162e-11,"CCL8"
"ENSOARG00000012999",1.81006202307488,5.44100230969322,123.488405494396,3.15245461369452e-13,6.56050054760704e-11,"ZC3H12C"
"ENSOARG00000009868",1.22595993934441,5.37723662276348,123.401947761825,3.18377307034429e-13,6.57509898054156e-11,"MICA"
"ENSOARG00000016104",3.19512906374447,1.6070184247235,121.53291604627,3.94758664027745e-13,8.09075825500501e-11,"PDE1B"
"ENSOARG00000007592",4.67897874059339,6.39096855803687,120.986592784599,4.20572397549757e-13,8.54928860765863e-11,"PTGS2"
"ENSOARG00000002320",2.14548508097708,3.71506249022698,120.927871893277,4.2345112494502e-13,8.54928860765863e-11,"LSMEM1"
"ENSOARG00000009537",2.46165395399259,5.18266778120137,119.590910993007,4.94946653531706e-13,9.91873093677538e-11,"DUSP5"
"ENSOARG00000018834",1.67034208249311,5.05483272289513,118.784212783973,5.44158196111598e-13,1.08247469394141e-10,"NLRC5"
"ENSOARG00000019272",1.49406631824781,8.34369292959022,117.8096662931,6.10586235546054e-13,1.20575182601919e-10,"USP18"
"ENSOARG00000007382",6.73420070718765,0.239318081457694,124.025294118746,6.28618386479084e-13,1.23236534984095e-10,"SDS"
"ENSOARG00000018902",1.90655339657459,3.14712636429768,117.17705554709,6.58247536405076e-13,1.28116754315848e-10,"ESPNL"
"ENSOARG00000007573",1.34179054199204,8.44462990915676,116.357297901258,7.25923673472722e-13,1.40279564729507e-10,"TAP2"
"ENSOARG00000017097",1.52025642949255,5.02796647273436,116.206502989085,7.3915290505039e-13,1.41822997824349e-10,"PPTC7"
"ENSOARG00000001456",3.32925701760915,1.93414662806098,114.188261130492,9.42911024621033e-13,1.79644470845757e-10,"GFPT2"
"ENSOARG00000002241",2.08171856424118,6.37143863967593,113.814076338299,9.86806099298558e-13,1.86692672800162e-10,"CSRNP1"
"ENSOARG00000010854",1.58079352268962,6.82652806186105,113.725727925371,9.97481544140877e-13,1.87401845105467e-10,"JUNB"
"ENSOARG00000003029",1.6549480034216,9.00331863588312,113.555427918335,1.0184048582985e-12,1.90013276113157e-10,"BAG3"
"ENSOARG00000010155",1.51185114808647,4.87450800552178,112.676079027771,1.13406562045096e-12,2.10143912984111e-10,"RNF144B"
"ENSOARG00000025785",1.46511084780434,4.27806096004857,112.127986113199,1.2131048037304e-12,2.23260798368179e-10,NA
"ENSOARG00000015297",1.87331169963918,7.92541549483268,111.811304028548,1.26140442142386e-12,2.30581319035142e-10,"GBP5"
"ENSOARG00000009911",1.19223873607031,6.32005266307853,111.435534748937,1.32136161981826e-12,2.39920250084316e-10,"PROM1"
"ENSOARG00000015859",1.00411815387117,6.00532037231511,110.571053709527,1.47100979421326e-12,2.65311326484303e-10,"KCTD10"
"ENSOARG00000000810",1.90873533905373,4.60566450249462,110.063220822138,1.56717062743796e-12,2.80783007647064e-10,"NHSL1"
"ENSOARG00000016789",1.65830311235804,3.85790606105652,108.841768177303,1.82666511540944e-12,3.25122355475573e-10,"NIPAL1"
"ENSOARG00000020788",1.3744191895426,4.42300401638608,108.735060240619,1.85139497644104e-12,3.27370194069516e-10,"RAB8B"
"ENSOARG00000019270",3.01816191186268,2.22181763518318,108.316757048017,1.95179808800211e-12,3.42882762810449e-10,""
"ENSOARG00000015270",1.28514238449049,6.1949314911528,108.223006779028,1.97507901937028e-12,3.43775209612176e-10,"TRIM56"
"ENSOARG00000001505",1.65583965005276,6.95697659599761,108.194196492881,1.98229218228356e-12,3.43775209612176e-10,"HIVEP2"
"ENSOARG00000020840",8.39522464172537,1.02802378157982,118.540268359148,2.47227561187794e-12,4.26018754163986e-10,""
"ENSOARG00000011235",2.07994048906053,5.85853829700014,105.442482704609,2.81755112744528e-12,4.8244321646775e-10,"SIK1"
"ENSOARG00000018187",4.87136764262014,0.0160607529295598,105.33452647594,2.85708880126944e-12,4.86136354902789e-10,"COL4A5"
"ENSOARG00000018163",1.65542485011149,6.15218329277207,104.886854359603,3.02739974831233e-12,5.11895454942761e-10,"RGMB"
"ENSOARG00000014979",1.3411672029689,5.92660542824537,104.77467207231,3.07173514211808e-12,5.16165978477407e-10,"GTF2B"
"ENSOARG00000014137",1.13159994029731,7.64645592394775,104.671181719359,3.11324327554508e-12,5.19911627016029e-10,"MAT2B"
"ENSOARG00000009321",1.75570305060767,2.80436065754262,104.318759856645,3.25909060765287e-12,5.40929063186754e-10,"MTMR7"
"ENSOARG00000002923",1.53900618902837,8.95904722939439,104.174626822611,3.32080097557721e-12,5.4781066825162e-10,"TIPARP"
"ENSOARG00000012028",1.49234931650595,6.11638705619501,103.666142665409,3.54854362623482e-12,5.81832116752465e-10,NA
"ENSOARG00000020888",1.43775286476357,3.63105261161229,103.375484928931,3.68607772082165e-12,6.00741847344029e-10,"BCL2L14"
"ENSOARG00000025179",3.78321069509745,1.47040577980234,102.767847812725,3.99209953444635e-12,6.46720124580308e-10,NA
"ENSOARG00000008349",2.87947065751024,1.52854109246126,101.882462450385,4.48689440143046e-12,7.22550244858927e-10,"TACSTD2"
"ENSOARG00000006128",1.70646947302231,3.57352277184448,101.442064764024,4.7567386303742e-12,7.61472230213867e-10,"RNF125"
"ENSOARG00000012967",1.19558983857407,6.68883780159089,101.291437485145,4.85291945555434e-12,7.71420075786064e-10,"AKIRIN2"
"ENSOARG00000016584",1.59106686436734,4.8014387229381,101.255900920987,4.8759086626531e-12,7.71420075786064e-10,"FAM171B"
"ENSOARG00000007625",1.46341609104406,5.52355292354282,101.17777242446,4.92685637663648e-12,7.74948676822809e-10,"IL10RA"
"ENSOARG00000018739",8.2923712013889,-0.089574937732337,111.616242179163,5.30738449980273e-12,8.29976764495162e-10,"CCKBR"
"ENSOARG00000020873",1.66865612244871,6.6795239504615,99.230331621856,6.39650005573542e-12,9.87918638423277e-10,"RNF19B"
"ENSOARG00000004523",1.48559564825372,7.97337026865292,99.2263125347775,6.39997217572193e-12,9.87918638423277e-10,"SOD2"
"ENSOARG00000010890",1.82038899378775,4.12991198414566,99.1952066897149,6.42691211512149e-12,9.87918638423277e-10,"PDPN"
"ENSOARG00000017741",1.06836885232646,8.04939626763423,98.9012624216672,6.68747833654884e-12,1.02216406167792e-09,"RBBP6"
"ENSOARG00000002754",4.1454628333772,0.138608456066333,98.2784027779846,7.27715889464007e-12,1.10604638615501e-09,"PTX3"
"ENSOARG00000012768",1.42727816106281,6.30236305688678,97.5623073024809,8.023578515026e-12,1.21268096729337e-09,"IL15RA"
"ENSOARG00000006901",1.50438141579108,6.37412624056058,97.4434448997161,8.15509865772781e-12,1.22571132825649e-09,"THSD7A"
"ENSOARG00000001142",0.965604587672281,7.58534802896579,96.610865494088,9.14256841524338e-12,1.36653616522649e-09,"ITPKB"
"ENSOARG00000003826",1.294799855402,5.96653266513792,96.3299400069641,9.50360386892618e-12,1.41269504983477e-09,"NUAK2"
"ENSOARG00000018611",5.83897597472013,0.491218090620019,96.1245597518626,9.77705606945883e-12,1.44540150220295e-09,NA
"ENSOARG00000021005",3.6682722011662,1.69304902034333,95.2879499369097,1.09797696134442e-11,1.61170208785848e-09,""
"ENSOARG00000018757",1.58574299164727,6.22046261468704,95.2609450391087,1.10211017318629e-11,1.61170208785848e-09,"GLUL"
"ENSOARG00000008683",2.62942272603139,3.48773318931995,95.0390952163535,1.13669318614713e-11,1.65333857301207e-09,"CTSL"
"ENSOARG00000019742",1.82817829215106,3.63807726332587,94.809347400475,1.17371711325957e-11,1.69806111134355e-09,"MXD1"
"ENSOARG00000015954",1.09014469153364,8.10782611194159,94.7061464134535,1.19076024428966e-11,1.71355466218152e-09,"SPATS2L"
"ENSOARG00000020215",1.55908643241733,3.29399302098094,94.3187982565698,1.25709541060961e-11,1.79944228775833e-09,NA
"ENSOARG00000000123",1.63265694004018,7.55859696527609,94.042613859497,1.30676841762203e-11,1.85563902188667e-09,"CX3CL1"
"ENSOARG00000014657",1.69568090363001,5.51323399852218,94.0246369261233,1.31007264426833e-11,1.85563902188667e-09,"ANKRD22"
"ENSOARG00000021177",2.15900155475281,6.67260679041582,93.74988598065,1.36168506431344e-11,1.91869936093415e-09,"ZFP36L1"
"ENSOARG00000020495",1.13224693342791,7.54087565486161,93.6114107641455,1.38850714879111e-11,1.94635608307745e-09,"RTP4"
"ENSOARG00000006622",1.14589926836304,8.61541962014005,93.4224192852527,1.42601720847156e-11,1.98863245144276e-09,"UBE2Z"
"ENSOARG00000018670",2.42212892400379,2.11067158123792,93.0052801357702,1.51264566935591e-11,2.09862133019255e-09,"FGL2"
"ENSOARG00000014729",1.88407917230417,6.60495424267773,92.8969764189855,1.53603383474667e-11,2.12019690638962e-09,"CD68"
"ENSOARG00000020138",4.21654832237257,1.66674358273408,90.7775104906387,2.07949226688054e-11,2.84550079125896e-09,"NGF"
"ENSOARG00000011463",1.67804809979839,6.04412611790937,90.7369622935023,2.09168268626948e-11,2.84550079125896e-09,"IER3"
"ENSOARG00000005613",1.48709085888011,5.08937964590038,90.7324186983947,2.09305336534536e-11,2.84550079125896e-09,"TRAF1"
"ENSOARG00000006452",3.40815729774481,0.293230049265082,90.3787889559998,2.2026969912026e-11,2.97958821999976e-09,"SLC46A2"
"ENSOARG00000003051",1.27460288961368,6.76830214569726,90.1494535793437,2.27703074102174e-11,3.06481540634836e-09,"LEMD3"
"ENSOARG00000019517",5.96505082326447,0.546203353562952,89.7180397893244,2.42413070367984e-11,3.24665505234428e-09,"CHI3L2"
"ENSOARG00000012852",1.1238264687427,6.80279847386543,89.0344934205951,2.67809626407893e-11,3.56912395706361e-09,"CASP7"
"ENSOARG00000014636",1.08567896305938,9.51485837128792,88.8872173071812,2.73640560756721e-11,3.62895673074134e-09,"CMPK2"
"ENSOARG00000017892",3.31165101217001,0.335296415637692,88.3718651587,2.95121847116128e-11,3.89274351005253e-09,"P2RX1"
"ENSOARG00000018682",2.69663433949271,0.988665979276232,88.3422515429809,2.96409094060332e-11,3.89274351005253e-09,""
"ENSOARG00000009103",1.04069874033121,7.14766165577433,88.0725033162201,3.08411027093075e-11,4.03079803235558e-09,"NMI"
"ENSOARG00000008369",1.58715200583443,6.03526557163951,88.0011688738529,3.11669927153989e-11,4.0538068313577e-09,"CD40"
"ENSOARG00000006068",1.65298574514628,7.2284830048614,87.8316056546168,3.1956313248363e-11,4.13658420392925e-09,"ZFP36"
"ENSOARG00000018978",1.25060256340685,4.43414801423501,87.718650790933,3.24938086884196e-11,4.1861309536024e-09,"RNASEL"
"ENSOARG00000006124",1.37704508497756,4.9127268570123,87.4445923674647,3.38379646527541e-11,4.33863647258583e-09,"RNF138"
"ENSOARG00000019192",1.46162487206448,3.42622089057693,87.3832183725654,3.41469481982756e-11,4.357601587529e-09,"PLCXD2"
"ENSOARG00000019512",1.49336054951801,3.21232949500332,87.3500872455629,3.4314981082062e-11,4.35848590701458e-09,"DENND2D"
"ENSOARG00000013847",2.74449655078827,2.69931494784425,87.0674735857708,3.57843006300702e-11,4.52387135161645e-09,"KCNJ2"
"ENSOARG00000012634",1.95018073921786,2.95914784090185,86.9894993093598,3.62012746355846e-11,4.55529899530747e-09,NA
